1;M1Q;0000010;2025/02/24 12:26:SS;DSK
2;3616030502864;2;1.61
2;3616030503021;1;1.61
2;3616030503038;3;1.61
2;3616030503083;1;1.61
2;3616030503106;1;1.61
2;3616030503151;1;1.61
2;3616030503168;2;1.61
2;3616030415416;9;1.53
2;3616030502758;3;1.61
2;3616030502888;2;1.61
2;3616030502901;2;1.61
2;3616030502918;1;1.61
2;3616030502925;2;1.61
2;3616030502932;1;1.61
2;3616030502963;2;1.61
2;3616030201330;2;3.5
2;3616030201378;1;3.5
2;3616030201392;2;3.5
2;3616030201408;2;3.5
2;3616030201439;1;3.5
2;3616030201460;1;3.5
2;3616030201507;1;3.5
2;3616030201514;1;3.5
2;3616030196957;1;2.21
2;3616030197091;2;2.21
2;3616030197107;4;2.21
2;3616030197138;4;2.21
2;3616030197152;1;2.21
2;3616039200617;5;5.34
2;3616039200617;5;5.34
2;3616038501258;4;5.34
2;3616031245746;1;4.67
2;3616031570350;1;4.67
2;3616036882120;1;4.67
2;3616038651830;2;4.67
2;3616038811685;1;4.67
2;3616030461055;1;2.2
2;3616030461178;5;2.2
2;3616030461192;3;2.2
2;3616030461215;2;2.2
2;3616030461246;8;2.2
2;3616030461260;1;2.2
2;3616030461277;1;2.2
2;3616030461314;3;2.2
2;3616030226708;14;0.88
2;3492219417897;4;3.27
2;3492219417897;4;3.27
2;3616030194298;2;5.15
2;3616030194373;1;5.15
2;3616030194380;1;5.15
2;3616030194403;1;5.15
2;3616030194410;1;5.15
2;3616030194458;2;5.15
2;3616030194472;1;5.15
2;3616030194496;2;5.15
2;3616030461130;2;2.2
2;3616030461222;3;2.2
2;3616030461239;1;2.2
2;3616030461291;1;2.2
2;3616030461321;1;2.2
2;3616030461369;5;2.2
2;3616030461376;4;2.2
2;3616030461390;2;2.2
2;3616030502444;1;1.67
2;3616030502499;2;1.67
2;3616030502512;1;1.67
2;3616030502574;3;1.67
2;3616030502604;2;1.67
2;3616030502611;1;1.67
2;3616030502635;2;1.67
2;3616030502567;3;1.61
2;3616030502857;2;1.61
2;3616030502956;2;1.61
2;3616030503045;1;1.61
2;3616030503052;1;1.61
2;3616030503069;1;1.61
2;3616030503090;2;1.61
2;3616030194328;1;5.15
2;3616030194441;1;5.15
2;3616030194465;1;5.15
2;3616030194526;1;5.15
2;3616030194533;1;5.15
2;3616030194571;2;5.15
2;3616030194588;2;5.15
2;3616030194601;2;5.15
2;3616030502796;2;1.67
2;3616030502895;3;1.67
2;3616030502949;2;1.67
2;3616030502987;1;1.67
2;3616030502994;1;1.67
2;3616030503007;2;1.67
2;3616030503014;1;1.67
2;3616030191631;2;3.44
2;3616030191716;3;3.44
2;3616030191877;2;3.44
2;3616030191969;2;3.44
2;3616030192003;3;3.44
2;3616030102811;8;1.47
2;3616030546820;2;3.99
2;3616030546844;2;3.99
2;3616030546875;1;3.99
2;3616030546974;1;3.99
2;3616030546981;1;3.99
2;3616030546998;1;3.99
2;3616030547001;2;3.99
2;3616030502208;1;1.61
2;3616030502727;2;1.61
2;3616030502734;3;1.61
2;3616030502741;1;1.61
2;3616030502765;2;1.61
2;3616030502772;2;1.61
2;3616030502789;1;1.61
2;3616030503359;1;1.61
2;3616030503557;1;1.61
2;3616030503571;5;1.61
2;3616030503601;4;1.61
2;3616030503618;2;1.61
2;3616030503632;1;1.61
2;3616030503649;2;1.61
2;3616030192294;1;3.32
2;3616030192300;1;3.32
2;3616030192348;1;3.32
2;3616030192393;1;3.32
2;3616030192607;1;3.32
2;3616030192676;3;3.32
