1;M1Q;CFM-20250211;1626;105001098366;2025/02/24 12:26:SS;
2;0055278299779;0020482804866;3616030194410;1;1
2;0055278299779;0020482804866;3616030194458;2;2
2;0055278299779;0020482804866;3616030194472;1;1
2;0055278299779;0020482804866;3616030194496;2;2
2;0055278299779;0020495746962;3616030461130;2;2
2;0055278299779;0020495746962;3616030461222;3;3
2;0055278299779;0020495746962;3616030461239;1;1
2;0055278299779;0020495746962;3616030461291;1;1
2;0055278299779;0020495746962;3616030461321;1;1
2;0055278299779;0020495746962;3616030461369;5;5
2;0055278299779;0020495746962;3616030461376;4;4
2;0055278299779;0020495746962;3616030461390;2;2
2;0055278299779;0020499902685;3616030502444;1;1
2;0055278299779;0020499902685;3616030502499;2;2
2;0055278299779;0020499902685;3616030502512;1;1
2;0055278299779;0020499902685;3616030502574;3;3
2;0055278299779;0020499902685;3616030502604;2;2
2;0055278299779;0020499902685;3616030502611;1;1
2;0055278299779;0020499902685;3616030502635;2;2
2;0055278299779;0020499911601;3616030502567;3;3
2;0055278299779;0020499911601;3616030502857;2;2
2;0055278299779;0020499911601;3616030502956;2;2
2;0055278299779;0020499911601;3616030503045;1;1
2;0055278299779;0020499911601;3616030503052;1;1
2;0055278299779;0020499911601;3616030503069;1;1
2;0055278299779;0020499911601;3616030503090;2;2
2;0055278299786;0020482810164;3616030194328;1;1
2;0055278299786;0020482810164;3616030194441;1;1
2;0055278299786;0020482810164;3616030194465;1;1
2;0055278299786;0020482810164;3616030194526;1;1
2;0055278299786;0020482810164;3616030194533;1;1
2;0055278299786;0020482810164;3616030194571;2;2
2;0055278299786;0020482810164;3616030194588;2;2
2;0055278299786;0020482810164;3616030194601;2;2
2;0055278299786;0020499909387;3616030502796;2;2
2;0055278299786;0020499909387;3616030502895;3;3
2;0055278299786;0020499909387;3616030502949;2;2
2;0055278299786;0020499909387;3616030502987;1;1
2;0055278299786;0020499909387;3616030502994;1;1
2;0055278299786;0020499909387;3616030503007;2;2
2;0055278299786;0020499909387;3616030503014;1;1
2;0055278299786;0020509586812;3616030191631;2;2
2;0055278299786;0020509586812;3616030191716;3;3
2;0055278299786;0020509586812;3616030191877;2;2
2;0055278299786;0020509586812;3616030191969;2;2
2;0055278299786;0020509586812;3616030192003;3;3
2;0055278299793;0020489842748;3616030102811;8;8
2;0055278299793;0020495722195;3616030546820;2;2
2;0055278299793;0020495722195;3616030546844;2;2
2;0055278299793;0020495722195;3616030546875;1;1
2;0055278299793;0020495722195;3616030546974;1;1
2;0055278299793;0020495722195;3616030546981;1;1
2;0055278299793;0020495722195;3616030546998;1;1
2;0055278299793;0020495722195;3616030547001;2;2
2;0055278299793;0020499904818;3616030502208;1;1
2;0055278299793;0020499904818;3616030502727;2;2
2;0055278299793;0020499904818;3616030502734;3;3
2;0055278299793;0020499904818;3616030502741;1;1
2;0055278299793;0020499904818;3616030502765;2;2
2;0055278299793;0020499904818;3616030502772;2;2
2;0055278299793;0020499904818;3616030502789;1;1
2;0055278299793;0020499923130;3616030503359;1;1
2;0055278299793;0020499923130;3616030503557;1;1
2;0055278299793;0020499923130;3616030503571;5;5
2;0055278299793;0020499923130;3616030503601;4;4
2;0055278299793;0020499923130;3616030503618;2;2
2;0055278299793;0020499923130;3616030503632;1;1
2;0055278299793;0020499923130;3616030503649;2;2
2;0055278299793;0020511455632;3616030192294;1;1
2;0055278299793;0020511455632;3616030192300;1;1
2;0055278299793;0020511455632;3616030192348;1;1
2;0055278299793;0020511455632;3616030192393;1;1
2;0055278299793;0020511455632;3616030192607;1;1
2;0055278299793;0020511455632;3616030192676;3;3
