1;M1Q;CFM-20250211;1626;105001098366;2025/02/24 12:26:SS;
2;0055278299731;0020499913162;3616030502864;2;2
2;0055278299731;0020499913162;3616030503021;1;1
2;0055278299731;0020499913162;3616030503038;3;3
2;0055278299731;0020499913162;3616030503083;1;1
2;0055278299731;0020499913162;3616030503106;1;1
2;0055278299731;0020499913162;3616030503151;1;1
2;0055278299731;0020499913162;3616030503168;2;2
2;0055278299731;0020500659607;3616030415416;9;9
2;0055278299748;0020499908922;3616030502758;3;3
2;0055278299748;0020499908922;3616030502888;2;2
2;0055278299748;0020499908922;3616030502901;2;2
2;0055278299748;0020499908922;3616030502918;1;1
2;0055278299748;0020499908922;3616030502925;2;2
2;0055278299748;0020499908922;3616030502932;1;1
2;0055278299748;0020499908922;3616030502963;2;2
2;0055278299748;0020500014710;3616030201330;2;2
2;0055278299748;0020500014710;3616030201378;1;1
2;0055278299748;0020500014710;3616030201392;2;2
2;0055278299748;0020500014710;3616030201408;2;2
2;0055278299748;0020500014710;3616030201439;1;1
2;0055278299748;0020500014710;3616030201460;1;1
2;0055278299748;0020500014710;3616030201507;1;1
2;0055278299748;0020500014710;3616030201514;1;1
2;0055278299755;0020485909247;3616030196957;1;1
2;0055278299755;0020485909247;3616030197091;2;2
2;0055278299755;0020485909247;3616030197107;4;4
2;0055278299755;0020485909247;3616030197138;4;4
2;0055278299755;0020485909247;3616030197152;1;1
2;0055278299755;0020487829758;3616039200617;5;5
2;0055278299755;0020487829833;3616039200617;5;5
2;0055278299755;0020487835506;3616038501258;4;4
2;0055278299762;0020488121738;3616031245746;1;1
2;0055278299762;0020488121738;3616031570350;1;1
2;0055278299762;0020488121738;3616036882120;1;1
2;0055278299762;0020488121738;3616038651830;2;2
2;0055278299762;0020488121738;3616038811685;1;1
2;0055278299762;0020495746542;3616030461055;1;1
2;0055278299762;0020495746542;3616030461178;5;5
2;0055278299762;0020495746542;3616030461192;3;3
2;0055278299762;0020495746542;3616030461215;2;2
2;0055278299762;0020495746542;3616030461246;8;8
2;0055278299762;0020495746542;3616030461260;1;1
2;0055278299762;0020495746542;3616030461277;1;1
2;0055278299762;0020495746542;3616030461314;3;3
2;0055278299762;0020506481578;3616030226708;14;14
2;0055278299779;0020481705041;3492219417897;4;4
2;0055278299779;0020481705478;3492219417897;4;4
2;0055278299779;0020482804866;3616030194298;2;2
2;0055278299779;0020482804866;3616030194373;1;1
2;0055278299779;0020482804866;3616030194380;1;1
2;0055278299779;0020482804866;3616030194403;1;1
